Activities,City,Complete Name,Country
,Delhi,M/S Vijay Kumar Jain,India
,New Delhi,MARUTI SUZUKI INDIA LIMITED,India
,Gurugram,MAX AIR HVACS INDUSTRIES,India
,Jamnagar,MEDIPACK INDIA,India
,Pune,MERCEDES-BENZ INDIA PRIVATE LIMITED,India
,Pune,MERCEDES-BENZ INDIA PRIVATE LIMITED,India
,Gummidipoondi,MICO PLAST INDUSTRIES PVT LTD.,India
,Delhi,MLM INDIA LTD,India
,Manesar,MLTC Energy India Pvt. Ltd,India
,Sriperumbudur,MSP Inc,India
,Delhi,Manvi Plast India Pvt. Ltd.,India
,Bengaluru,Marmon Technologies India Pvt Ltd,India
,Ghaziabad,Mauryans Industries,India
,Delhi,More Slides,India
,Delhi,Muskan Enterprises,India
,Delhi,NEXA DESIGN,India
,Alwar,NIRAAJ PACKAGING PRIVATE LIMITED,India
,Ghaziabad,Nidhi Enterprises,India
,Rajkot,OM PLASTIC & PACKSTRAPS LLP,India
,Chennai,P & P Marketing,India
,Manesar,PACKAGING CONCEPTS INDIA,India
,Chittoor,PIC2PAC INDIA PRIVATE LIMITED,India
,Chennai,POLYTAPES INDUSTRIES,India
,Faridabad,PROPAC SALES AND SERVICES,India
,Jhajjar,Packart,India
,Sonipat,Paramount Iron & Steel Works (P) Ltd.,India
,Thane,Polyone Polymers India Private Limited,India
,Chennai,Pon Pure Chemical India Private Limited,India
,Chennai,Pondy Polypack Pvt. Ltd.,India
,Chennai,Pondy Polypack Pvt. Ltd.,India
,Chennai,Popular Plastics,India
,Ghaziabad,Premier Wood Products,India
,Faridabad,Presto Stantest Pvt. Ltd.,India
,Chennai,RAASHI POWERS,India
,Gurugram,RAM Packaging Solutions,India
,Gurugram,RBP SOLUTIONS PRIVATE LIMITED,India
,Faridabad,REGAL ECO PACK,India
,Nagpur,RK Industry,India
,Delhi,ROLLER ACT PRESS SERIVCES,India
,Delhi,Ranjendra,India
,Hosur,Rathna Packaging India Pvt Ltd. (Unit 2),India
,Manesar,Riello Power India Private Limited,India
,Delhi,Rupam Zip Lock,India
,Delhi,Rupam Zip Lock,India
,Manesar,S K Packaging,India
,Manesar,SGM PAPER PRODUCTS,India
,Ahmedabad,SHREE GANESH PACKAGING PRODUCTS,India
,Gurugram,SHRI BHAWANI PACKERS,India
,Delhi,STANDARD PACKAGING,India
,Faridabad,STRIPS INDIA TECHNOVATIONS PRIVATE LIMITED,India
,Bengaluru,Sambhav Foils & Flexibles (25-26),India
,Delhi,Sapphire Print Factory,India
,Chennai,Shakthi Priya Packaging Industries,India
,Gurugram,Shree Ram Packaging Industries,India
,Delhi,Shri Ram Packaging,India
,Bhiwadi,Shyam Flexi Pack Industries,India
,Bhiwadi,Shyam Flexi Pack Industries,India
,Chennai,Skay Polypack LLP,India
,Bhiwadi,Sky Industries,India
,Chennai,South India PolyprobPvt. Ltd.,India
,Chennai,Space age storage concepts Pvt. Ltd.,India
,Secunderabad,Spreme Agencies,India
,Gurugram,Sri Sai Trading Co,India
,Chennai,SriGuru Packaging,India
,Delhi,Star Paper Mills Limited,India
,Greater Noida,Starco Metaplast Pvt. Ltd,India
,Vadodara,Stireem Enterprise,India
,Manesar,Sumi Pack,India
,Delhi,Sun Pack India Industries,India
,Delhi,Surya Kiran Metals Pvt. Ltd,India
,Manesar,T.R Packaging,India
,Noida,TAC Automation Pvt Ltd,India
,Penukonda,THAI PACK TECHNOLOGY PRIVATE LIMITED,India
,Krishnagiri,THE SUPREME INDUSTRIAL LIMITED ( TM),India
,Rasipuram,Tecknode Paper Products,India
,Gandhinagar,Tilak Polypack Private Limited,India
,Noida,Ultimate Flexipack Limited,India
,Faridabad,Unitech Industrial Solutions,India
,New Delhi,VENUS POLYMERS,India
,Chennai,VKM Enterprises,India
,Chennai,Vallabh Techtex Incs,India
,Gurugram,Valvoline Cummins Private Limited,India
,Surat,Variya Enineers,India
,Bhiwadi,WRAPUP PACKAGING INDIA PRIVATE LIMITED,India
,Maraimalai Nagar,Worklink,India
,Gurugram,YADAV MECHANICAL WORKS,India
